,nam,bien_loi_nhuan_rong,bvps,chi_phi_huy_dong_von,cir,cof,du_no_cho_vay_tren_tien_gui,du_no_cho_vay_tren_tts_co,du_phong_rui_ro_tin_dung_tren_thu_nhap_hoat_dong,eps,ldr,loi_nhuan_sau_thue_tren_thu_nhap_hoat_dong,nim,ocfps,phat_hanh_giay_to_co_gia_tren_tts,roaa,roea,tai_san_sinh_lai_tren_tong_tai_san_co,tang_truong_chi_phi_hdkd,tang_truong_du_no_cho_vay,tang_truong_du_phong_rui_ro_tin_dung,tang_truong_hdkd_truoc_chi_phi_du_phong_rui_ro,tang_truong_huy_dong_von_khach_hang,tang_truong_lnst,tang_truong_lntt,tang_truong_thu_nhap_lai_thuan,tang_truong_thu_phi_dich_vu_thuan,tang_truong_tong_tai_san,tang_truong_von_chu_so_huu,tang_truong_von_dieu_le,tien_gui_khach_hang_tren_tts,tong_von_huy_dong_tren_tts,vcsh_tren_tong_von_huy_dong,vcsh_tren_tts_co,yoea,beta,foreignOwnership,freeFloat,freeShares,insiderOwnership,institutionOwnership,sharesOutstanding,bat_dong_san_dau_tu,cac_khoan_no_nhnn,cac_khoan_phai_thu,cac_khoan_phai_tra,chi_phi_du_phong_rui_ro,chi_phi_hoat_dong,chi_phi_hoat_dong_dich_vu,chi_phi_lai,cho_vay_khach_hang,cho_vay_khach_hang_truoc_du_phong_rui_ro,cho_vay_tctd_khac,chung_khoan_dau_tu,chung_khoan_dau_tu_giu_den_ngay_dao_han,chung_khoan_dau_tu_san_sang_de_ban,chung_khoan_dau_tu_truoc_du_phong_rui_ro,chung_khoan_kinh_doanh,cong_cu_tai_chinh_phai_sinh,cong_cu_tai_chinh_phai_sinh_va_no_tai_chinh,du_no_cho_vay,du_no_cho_vay_khach_hang,du_phong_giam_gia_chung_khoan_dau_tu,du_phong_rui_ro_cho_vay_cac_tctd_khac,du_phong_rui_ro_cho_vay_khach_hang,du_phong_rui_ro_cho_vay_tctd_khac,gop_von_dau_tu_dai_han,lai_lo_hoat_dong_dich_vu,lai_lo_kinh_doanh_ngoai_hoi,lai_lo_mua_ban_ck_dau_tu,lai_lo_mua_ban_ck_kinh_doanh,lai_thuan_hoat_dong_khac,loi_nhuan_hoat_dong_tai_chinh,loi_nhuan_sau_thue,loi_nhuan_truoc_thue,loi_nhuan_tu_hdkd_truoc_du_phong_rui_ro,nguon_huy_dong_co_tinh_lai,phat_hanh_giay_to_co_gia,tai_san_co_dinh,tai_san_co_dinh_huu_hinh,tai_san_co_dinh_vo_hinh,tai_san_co_khac,tai_san_sinh_lai,thu_nhap_hoat_dong,thu_nhap_khac,thu_nhap_lai_thuan,thu_nhap_tu_gop_von_mua_co_phan,thu_nhap_tu_hoat_dong_dich_vu,thu_nhap_tu_lai,thu_nhap_tu_lai_va_hoat_dong_dich_vu,thue_thu_nhap_doanh_nghiep,tien_gui_khach_hang,tien_gui_tai_nhnn,tien_gui_va_vay_tctd_khac,tien_mat_vang_bac_da_quy,tien_va_tuong_duong_tien,tien_vang_gui_cho_vay_tai_tctd_khac,tien_vang_gui_cho_vay_tai_tctd_khac_truoc_rui_ro,tien_vang_gui_tai_tctd_khac,tong_doanh_thu,tong_no,tong_no_va_vcsh,tong_tai_san,tong_von_huy_dong,vay_tctd_khac,von_chu_so_huu,von_dieu_le,von_tai_tro_uy_thac_dau_tu_ngan_hang_chiu_rui_ro,luu_chuyen_tien_thuan_tu_hoat_dong_kinh_doanh,gia_tri_so_sach,ticker,year
1463,2019.0,,8588.8,,,,,,,38.7,,,,-597.3,,,,,,,,,,,,,,,,,,,,,,2.09,0.00044487,0.2983436699999999,52544364.0,0.0003778,0.70083366,146109900.0,,,,,,,,28852063924.0,,,,,,,,,,,,,,,,,,,,,,,,5654388536.0,5654388536.0,,,,,1149064109784.0,1.0,,,,,,,,,,1.0,,,,,71204151435.0,,,,,644351603468.0,,1899260067199.0,,,1254908463731.0,,,-87271367646.0,1254908463730.0,DDV,2019
1464,2020.0,,8651.9,,,,,,,216.37,,,,2410.07,,,,,,,,,,,,,,,,,,,,,,2.09,0.00044487,0.2983436699999999,52544364.0,0.0003778,0.70083366,146109900.0,,,,,,,,21323009212.0,,,,,,,,,,,,,,,,,,,,,,,,31614194106.0,31614194106.0,,,,,999488660011.0,1.0,,,,,,,,,,1.0,,,,,18158161135.0,,,,,263319559420.0,,1527447994274.0,,,1264128434854.0,,,352135664054.0,1264128434853.0,DDV,2020
1465,2021.0,,9958.61,,,,,,,1306.71,,,,1848.22,,,,,,,,,,,,,,,,,,,,,,2.09,0.00044487,0.2983436699999999,52544364.0,0.0003778,0.70083366,146109900.0,,,,,,,,351539657.0,,,,,,,,,,,,,,,,,,,,,,,,190923092918.0,190923092918.0,,,,,863056763643.0,1.0,,,,,,,,,,1.0,,,,,202279831214.0,,,,,397414425253.0,,1852465953024.0,,,1455051527771.0,,,270043511561.0,1455051527770.0,DDV,2021
1466,2022.0,,0.0,,,,,,,2442.94,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.09,0.00044487,0.2983436699999999,52544364.0,0.0003778,0.70083366,146109900.0,,,,,,,,1775159717.0,,,,,,,,,,,,,,,,,,,,,,,,356938251749.0,379368315866.0,,,,,1.0,1.0,,,,,,,,,,22430064118.0,,,,,1.0,,,,,0.0,,1.0,,,1.0,,,0.0,0.0,DDV,2022
1467,2013.0,,918.4,,,,,,,28.21,,,,-74.92,,,,,,,,,,,,,,,,,,,,,,1.84,0.00389951,0.78002512,201447140.0,0.07419258,0.14188279,256207345.0,,,,,,,,177778.0,,,,,,,,,,,,,,,,,,,,,,,,7228217061.0,9808142423.0,,,,,1116826822.0,15116873.0,,,,,,,,,,2579925363.0,,,,,2894506882.0,,,,,1039372262442.0,,1274672102559.0,,,235299840117.0,,,-19196250455.0,235284723244.0,LDG,2013
1468,2014.0,,3515.67,,,,,,,145.21,,,,417.6,,,,,,,,,,,,,,,,,,,,,,1.84,0.00389951,0.78002512,201447140.0,0.07419258,0.14188279,256207345.0,,,,,,,,53518901.0,,,,,,,,,,,,,,,,,,,,,,,,37202877078.0,39571216251.0,,,,,48095230637.0,6728782702.0,,,,,,,,,,2042858480.0,,,,,29739628389.0,,,,,1218879882842.0,,2119621571138.0,,,900741688296.0,,,106992132865.0,894012905594.0,LDG,2014
1469,2015.0,,3911.35,,,,,,,602.32,,,,1734.06,,,,,,,,,,,,,,,,,,,,,,1.84,0.00389951,0.78002512,201447140.0,0.07419258,0.14188279,256207345.0,,,,,,,,163948225.0,,,,,,,,,,,,,,,,,,,,,,,,154319114308.0,211129657766.0,,,,,106274334643.0,12416608038.0,,,,,,,,,,48636767663.0,,,,,22026575466.0,,,,,1312519838935.0,,2314636487430.0,,,1002116648495.0,,,444279497498.0,989700040457.0,LDG,2015
1470,2016.0,,4606.43,,,,,,,619.58,,,,671.97,,,,,,,,,,,,,,,,,,,,,,1.84,0.00389951,0.78002512,201447140.0,0.07419258,0.14188279,256207345.0,,,,,,,,1564931949.0,,,,,,,,,,,,,,,,,,,,,,,,158739913519.0,211622786915.0,,,,,129567163972.0,11742505623.0,,,,,,,,,,45349103162.0,,,,,113235327525.0,,,,,1625335810568.0,,2805536254748.0,,,1180200444180.0,,,172164404363.0,1168457938557.0,LDG,2016
1471,2017.0,,7821.82,,,,,,,1104.16,,,,326.07,,,,,,,,,,,,,,,,,,,,,,1.84,0.00389951,0.78002512,201447140.0,0.07419258,0.14188279,256207345.0,,,,,,,,238200749.0,,,,,,,,,,,,,,,,,,,,,,,,282894373555.0,360141410632.0,,,,,134740376868.0,55438766662.0,,,,,,,,,,76744802391.0,,,,,75343753494.0,,,,,1641515186663.0,,3645523114146.0,,,2004007927483.0,,,83542491471.0,1948569160821.0,LDG,2017
1472,2018.0,,10031.85,,,,,,,2354.16,,,,1216.95,,,,,,,,,,,,,,,,,,,,,,1.84,0.00389951,0.78002512,201447140.0,0.07419258,0.14188279,256207345.0,,,,,,,,328483079.0,,,,,,,,,,,,,,,,,,,,,,,,603153792543.0,767963901434.0,,,,,97831951644.0,47189344601.0,,,,,,,,,,163803830147.0,,,,,586332938082.0,,,,,2298876628780.0,,4869110012929.0,,,2570233384149.0,,,311790850142.0,2523044039548.0,LDG,2018
1473,2019.0,,12189.45,,,,,,,2354.46,,,,-6906.74,,,,,,,,,,,,,,,,,,,,,,1.84,0.00389951,0.78002512,201447140.0,0.07419258,0.14188279,256207345.0,,,,,,,,5645013390.0,,,,,,,,,,,,,,,,,,,,,,,,603229170355.0,753202705467.0,,,,,5127387192.0,1028740559.0,,,,,,,,,,149919243060.0,,,,,40049658796.0,,,,,2725465213535.0,,5848491417229.0,,,3123026203694.0,,,-1769557822179.0,3121997463135.0,LDG,2019
1474,2020.0,,12116.76,,,,,,,50.39,,,,-376.66,,,,,,,,,,,,,,,,,,,,,,1.84,0.00389951,0.78002512,201447140.0,0.07419258,0.14188279,256207345.0,,,,,,,,20661233698.0,,,,,,,,,,,,,,,,,,,,,,,,12909538937.0,23494177074.0,,,,,3986592647.0,615294071.0,,,,,,,,,,10584310053.0,,,,,10337886481.0,,,,,2427299731772.0,,5531703820853.0,,,3104404089081.0,,,-96501882022.0,3103788795010.0,LDG,2020
1475,2021.0,,12661.32,,,,,,,548.98,,,,-3732.73,,,,,,,,,,,,,,,,,,,,,,1.84,0.00389951,0.78002512,201447140.0,0.07419258,0.14188279,256207345.0,,,,,,,,49960158150.0,,,,,,,,,,,,,,,,,,,,,,,,140652597829.0,180493490696.0,,,,,343959221.0,191642023.0,,,,,,,,,,39841181097.0,,,,,74949892341.0,,,,,3597145708488.0,,6841069106950.0,,,3243923398462.0,,,-956353703590.0,3243731756439.0,LDG,2021
1476,2022.0,,12770.56,,,,,,,15.64,,,,-140.28,,,,,,,,,,,,,,,,,,,,,,1.84,0.00389951,0.78002512,201447140.0,0.07419258,0.14188279,256207345.0,,,,,,,,94864097655.0,,,,,,,,,,,,,,,,,,,,,,,,4007651929.0,8273376853.0,,,,,578137422.0,1.0,,,,,,,,,,4265831854.0,,,,,3150683522.0,,,,,4658040193541.0,,7929952291384.0,,,3271912097843.0,,,-35941323942.0,3271912097842.0,LDG,2022
1477,2013.0,,7118.37,,,,,,,789.87,,,,426.75,,,,,,,,,,,,,,,,,,,,,,1.58,0.05893182,0.5943372,164298597.0,0.28531472,0.06141626,242001859.0,,,,,,,,117662773758.0,,,,,,,,,,,,,,,,,,,,,,,,191149664333.0,240568378658.0,,,,,851967553230.0,1.0,,,,,,,,,,49418714326.0,,,,,137189145675.0,,,,,2291138632781.0,,4013797151064.0,,,1722658518283.0,,,103274915144.0,1722658518282.0,DBC,2013
1478,2014.0,,7563.01,,,,,,,850.3,,,,1791.81,,,,,,,,,,,,,,,,,,,,,,1.58,0.05893182,0.5943372,164298597.0,0.28531472,0.06141626,242001859.0,,,,,,,,117394205456.0,,,,,,,,,,,,,,,,,,,,,,,,205773104122.0,249156328310.0,,,,,866681028015.0,1.0,,,,,,,,,,43383224189.0,,,,,280739533246.0,,,,,2390099865524.0,,4220361698513.0,,,1830261832989.0,,,433621191139.0,1830261832988.0,DBC,2014
1479,2015.0,,8043.11,,,,,,,1044.77,,,,939.86,,,,,,,,,,,,,,,,,,,,,,1.58,0.05893182,0.5943372,164298597.0,0.28531472,0.06141626,242001859.0,,,,,,,,94146779400.0,,,,,,,,,,,,,,,,,,,,,,,,252835571206.0,283617210381.0,,,,,898255375495.0,1.0,,,,,,,,,,30781639176.0,,,,,146261183368.0,,,,,2668763190851.0,,4615210727083.0,,,1946447536232.0,,,227447818866.0,1946447536231.0,DBC,2015
1480,2016.0,,9665.8,,,,,,,1864.53,,,,1072.69,,,,,,,,,,,,,,,,,,,,,,1.58,0.05893182,0.5943372,164298597.0,0.28531472,0.06141626,242001859.0,,,,,,,,110901027506.0,,,,,,,,,,,,,,,,,,,,,,,,451218626347.0,522751090992.0,,,,,1135888668282.0,1.0,,,,,,,,,,71532464646.0,,,,,279750579922.0,,,,,3190129918957.0,,5529271823460.0,,,2339141904503.0,,,259591959146.0,2339141904502.0,DBC,2016
1481,2017.0,,10341.31,,,,,,,826.87,,,,336.93,,,,,,,,,,,,,,,,,,,,,,1.58,0.05893182,0.5943372,164298597.0,0.28531472,0.06141626,242001859.0,,,,,,,,119958086104.0,,,,,,,,,,,,,,,,,,,,,,,,200105222091.0,278800140038.0,,,,,2202375023403.0,1.0,,,,,,,,,,78694917948.0,,,,,225860064702.0,,,,,4486599351977.0,,6989215957215.0,,,2502616605238.0,,,81538723596.0,2502616605237.0,DBC,2017
1482,2018.0,,11349.2,,,,,,,1488.56,,,,944.89,,,,,,,,,,,,,,,,,,,,,,1.58,0.05893182,0.5943372,164298597.0,0.28531472,0.06141626,242001859.0,,,,,,,,188946659080.0,,,,,,,,,,,,,,,,,,,,,,,,360235354154.0,393358714314.0,,,,,2802420893822.0,1.0,,,,,,,,,,33123360161.0,,,,,150005137486.0,,,,,5603485031551.0,,8350013449188.0,,,2746528417637.0,,,228665419469.0,2746528417636.0,DBC,2018
1483,2019.0,,12503.86,,,,,,,1260.86,,,,2043.42,,,,,,,,,,,,,,,,,,,,,,1.58,0.05893182,0.5943372,164298597.0,0.28531472,0.06141626,242001859.0,,,,,,,,281784606073.0,,,,,,,,,,,,,,,,,,,,,,,,305130242225.0,345051446558.0,,,,,3952077043861.0,1.0,,,,,,,,,,39921204334.0,,,,,165286575788.0,,,,,6565967444140.0,,9591924923001.0,,,3025957478861.0,,,494511522458.0,3025957478860.0,DBC,2019
1484,2020.0,,17384.0,,,,,,,5786.3,,,,8963.02,,,,,,,,,,,,,,,,,,,,,,1.58,0.05893182,0.5943372,164298597.0,0.28531472,0.06141626,242001859.0,,,,,,,,307386060596.0,,,,,,,,,,,,,,,,,,,,,,,,1400296032329.0,1553973334304.0,,,,,3934882197499.0,520586974065.0,,,,,,,,,,153677301976.0,,,,,232603906244.0,,,,,5894311104553.0,,10101271295242.0,,,4206960190689.0,,,2169066515706.0,3686373216624.0,DBC,2020
1485,2021.0,,19363.17,,,,,,,3427.9,,,,2423.01,,,,,,,,,,,,,,,,,,,,,,1.58,0.05893182,0.5943372,164298597.0,0.28531472,0.06141626,242001859.0,,,,,,,,182283276267.0,,,,,,,,,,,,,,,,,,,,,,,,829557934447.0,979684614454.0,,,,,4176382903860.0,1.0,,,,,,,,,,150126680008.0,,,,,200057089305.0,,,,,6176631172021.0,,10862554292156.0,,,4685923120135.0,,,586372531694.0,4685923120134.0,DBC,2021
1486,2022.0,,19777.24,,,,,,,620.19,,,,1404.07,,,,,,,,,,,,,,,,,,,,,,1.58,0.05893182,0.5943372,164298597.0,0.28531472,0.06141626,242001859.0,,,,,,,,182796659579.0,,,,,,,,,,,,,,,,,,,,,,,,150086684916.0,256944031819.0,,,,,3883670521163.0,1.0,,,,,,,,,,106857346904.0,,,,,627011780111.0,,,,,7740292015065.0,,12526421216115.0,,,4786129201050.0,,,339788759765.0,4786129201049.0,DBC,2022
1487,2012.0,,0.0,,,,,,,0.0,,,,4637.64,,,,,,,,,,,,,,,,,,,,,,0.12,0.09030468,0.68971183,59116542.0,0.02607978,0.19390371,74843474.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,0.0,,1.0,,,1.0,,,347097179709.0,0.0,DBD,2012
1488,2013.0,,3580.77,,,,,,,331.24,,,,2636.15,,,,,,,,,,,,,,,,,,,,,,0.12,0.09030468,0.68971183,59116542.0,0.02607978,0.19390371,74843474.0,,,,,,,,6656922198.0,,,,,,,,,,,,,,,,,,,,,,,,24791156552.0,40542905092.0,,,,,46433041493.0,37517556466.0,,,,,,,,,,15751748541.0,,,,,83164032927.0,,,,,520444422979.0,,788441953563.0,,,267997530584.0,,,197298296358.0,230479974118.0,DBD,2013
1489,2014.0,,4134.88,,,,,,,606.48,,,,4201.61,,,,,,,,,,,,,,,,,,,,,,0.12,0.09030468,0.68971183,59116542.0,0.02607978,0.19390371,74843474.0,,,,,,,,4152363233.0,,,,,,,,,,,,,,,,,,,,,,,,45390851916.0,59087151469.0,,,,,68635648981.0,39798845288.0,,,,,,,,,,13696299554.0,,,,,138943070426.0,,,,,486897991560.0,,796366758084.0,,,309468766524.0,,,314462765898.0,269669921236.0,DBD,2014
1490,2015.0,,7404.05,,,,,,,2869.53,,,,3498.68,,,,,,,,,,,,,,,,,,,,,,0.12,0.09030468,0.68971183,59116542.0,0.02607978,0.19390371,74843474.0,,,,,,,,5447775251.0,,,,,,,,,,,,,,,,,,,,,,,,214765503878.0,273855511433.0,,,,,125594233462.0,42673317294.0,,,,,,,,,,59090007556.0,,,,,210691770916.0,,,,,513788543129.0,,1067933197649.0,,,554144654520.0,,,261853534010.0,511471337226.0,DBD,2015
1491,2016.0,,9923.16,,,,,,,1890.5,,,,1529.68,,,,,,,,,,,,,,,,,,,,,,0.12,0.09030468,0.68971183,59116542.0,0.02607978,0.19390371,74843474.0,,,,,,,,4498013038.0,,,,,,,,,,,,,,,,,,,,,,,,141491537935.0,175881044292.0,,,,,182482309033.0,53282406114.0,,,,,,,,,,34389506358.0,,,,,135548882235.0,,,,,691575941359.0,,1434259954084.0,,,742684012725.0,,,114486282463.0,689401606611.0,DBD,2016
1492,2017.0,,10775.4,,,,,,,2196.46,,,,236.71,,,,,,,,,,,,,,,,,,,,,,0.12,0.09030468,0.68971183,59116542.0,0.02607978,0.19390371,74843474.0,,,,,,,,6828194143.0,,,,,,,,,,,,,,,,,,,,,,,,164390794128.0,203596448639.0,,,,,194573937102.0,52352153713.0,,,,,,,,,,39205654512.0,,,,,96499799277.0,,,,,737721703668.0,,1544190020295.0,,,806468316627.0,,,17715983709.0,754116162914.0,DBD,2017
1493,2018.0,,11598.65,,,,,,,2177.94,,,,1441.16,,,,,,,,,,,,,,,,,,,,,,0.12,0.09030468,0.68971183,59116542.0,0.02607978,0.19390371,74843474.0,,,,,,,,8365839666.0,,,,,,,,,,,,,,,,,,,,,,,,163004798295.0,201026344099.0,,,,,167896839913.0,50964732114.0,,,,,,,,,,38021545805.0,,,,,92556725447.0,,,,,566257814337.0,,1434340877187.0,,,868083062850.0,,,107861244625.0,817118330736.0,DBD,2018
1494,2019.0,,12207.33,,,,,,,1900.33,,,,-13.84,,,,,,,,,,,,,,,,,,,,,,0.12,0.09030468,0.68971183,59116542.0,0.02607978,0.19390371,74843474.0,,,,,,,,10314154787.0,,,,,,,,,,,,,,,,,,,,,,,,142227417238.0,174013286703.0,,,,,180258607297.0,56413717120.0,,,,,,,,,,31785869466.0,,,,,138162177380.0,,,,,706913575748.0,,1620552920657.0,,,913639344909.0,,,-1036178205.0,857225627789.0,DBD,2019
1495,2020.0,,12991.5,,,,,,,2109.2,,,,2844.7,,,,,,,,,,,,,,,,,,,,,,0.12,0.09030468,0.68971183,59116542.0,0.02607978,0.19390371,74843474.0,,,,,,,,6588854738.0,,,,,,,,,,,,,,,,,,,,,,,,157859564817.0,193191315398.0,,,,,186891077588.0,61731483843.0,,,,,,,,,,35331750582.0,,,,,108728714711.0,,,,,465080634852.0,,1437409436724.0,,,972328801872.0,,,212907510513.0,910597318029.0,DBD,2020
1496,2021.0,,15120.63,,,,,,,2526.92,,,,1570.85,,,,,,,,,,,,,,,,,,,,,,0.12,0.09030468,0.68971183,59116542.0,0.02607978,0.19390371,74843474.0,,,,,,,,1324527354.0,,,,,,,,,,,,,,,,,,,,,,,,189123578446.0,232447899891.0,,,,,186673965067.0,60411372450.0,,,,,,,,,,43324321446.0,,,,,69271018409.0,,,,,427837698084.0,,1559517987029.0,,,1131680288945.0,,,117567722386.0,1071268916495.0,DBD,2021
1497,2022.0,,18027.57,,,,,,,3259.02,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.12,0.09030468,0.68971183,59116542.0,0.02607978,0.19390371,74843474.0,,,,,,,,1915641695.0,,,,,,,,,,,,,,,,,,,,,,,,243916339466.0,298832860032.0,,,,,296811227593.0,60120767380.0,,,,,,,,,,54916520567.0,,,,,55562451251.0,,,,,547042893251.0,,1896288966390.0,,,1349246073139.0,,,0.0,1289125305759.0,DBD,2022
1498,2016.0,,0.0,,,,,,,12.36,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.18,0.04864381,0.37377894,47701099.0,0.07737607,0.50020118,125118368.0,,,,,,,,10436108051.0,,,,,,,,,,,,,,,,,,,,,,,,1546843462.0,-18135714875.0,,,,,1.0,1.0,,,,,,,,,,-2299768432.0,,,,,1.0,,,,,0.0,,1.0,,,1.0,,,0.0,0.0,AGG,2016
1499,2017.0,,1508.49,,,,,,,468.05,,,,3393.36,,,,,,,,,,,,,,,,,,,,,,0.18,0.04864381,0.37377894,47701099.0,0.07737607,0.50020118,125118368.0,,,,,,,,20164130055.0,,,,,,,,,,,,,,,,,,,,,,,,58561986589.0,133299001403.0,,,,,9775023941.0,384637520.0,,,,,,,,,,30726524559.0,,,,,285428351764.0,,,,,2262887805302.0,,2451627793609.0,,,188739988307.0,,,424571862390.0,188355350787.0,AGG,2017
1500,2018.0,,6708.43,,,,,,,2338.91,,,,5905.54,,,,,,,,,,,,,,,,,,,,,,0.18,0.04864381,0.37377894,47701099.0,0.07737607,0.50020118,125118368.0,,,,,,,,18035740218.0,,,,,,,,,,,,,,,,,,,,,,,,292640552762.0,702176717241.0,,,,,6803848714.0,119320837.0,,,,,,,,,,136374802569.0,,,,,331051237352.0,,,,,1451712327107.0,,2291059515966.0,,,839347188859.0,,,738891504076.0,839227868022.0,AGG,2018
1501,2019.0,,11616.6,,,,,,,2609.51,,,,-124.99,,,,,,,,,,,,,,,,,,,,,,0.18,0.04864381,0.37377894,47701099.0,0.07737607,0.50020118,125118368.0,,,,,,,,38468986457.0,,,,,,,,,,,,,,,,,,,,,,,,326497011846.0,366862961270.0,,,,,10724812920.0,250999993.0,,,,,,,,,,33635403826.0,,,,,138166033449.0,,,,,3945462938108.0,,5398912884003.0,,,1453449945895.0,,,-15638407903.0,1453198945902.0,AGG,2019
1502,2020.0,,18548.34,,,,,,,3314.57,,,,214.33,,,,,,,,,,,,,,,,,,,,,,0.18,0.04864381,0.37377894,47701099.0,0.07737607,0.50020118,125118368.0,,,,,,,,50368291478.0,,,,,,,,,,,,,,,,,,,,,,,,414713336721.0,478998670269.0,,,,,35816401700.0,1221018576.0,,,,,,,,,,34250474429.0,,,,,518612185573.0,,,,,7432653801550.0,,9753391824043.0,,,2320738022493.0,,,26816893932.0,2319517003917.0,AGG,2020
1503,2021.0,,21384.47,,,,,,,3351.83,,,,6971.52,,,,,,,,,,,,,,,,,,,,,,0.18,0.04864381,0.37377894,47701099.0,0.07737607,0.50020118,125118368.0,,,,,,,,123829540319.0,,,,,,,,,,,,,,,,,,,,,,,,419375194585.0,494174769945.0,,,,,31462575906.0,1257530608.0,,,,,,,,,,73007414162.0,,,,,397638065002.0,,,,,9889238534248.0,,12564827909057.0,,,2675589374809.0,,,872265329833.0,2674331844201.0,AGG,2021
1504,2022.0,,21784.32,,,,,,,-181.3,,,,23471.91,,,,,,,,,,,,,,,,,,,,,,0.18,0.04864381,0.37377894,47701099.0,0.07737607,0.50020118,125118368.0,,,,,,,,207312301702.0,,,,,,,,,,,,,,,,,,,,,,,,-22684150714.0,289414670669.0,,,,,18633018503.0,2135084648.0,,,,,,,,,,109938333684.0,,,,,722795598675.0,,,,,8372909599435.0,,11098528307190.0,,,2725618707755.0,,,2936767203125.0,2723483623107.0,AGG,2022
1505,2013.0,,9100.61,,,,,,,53.74,,,,-323.65,,,,,,,,,,,,,,,,,,,,,,1.32,0.00618511,0.62090537,133146001.0,0.37290891,6.1e-07,275129141.0,,,,,,,,58829605698.0,,,,,,,,,,,,,,,,,,,,,,,,14784595538.0,12496915525.0,,,,,275717331493.0,47568600001.0,,,,,,,,,,6480577785.0,,,,,115204799698.0,,,,,3856908411522.0,,6360750215729.0,,,2503841804207.0,,,-89046340141.0,2456273204206.0,QCG,2013
1506,2014.0,,14298.15,,,,,,,119.43,,,,-599.33,,,,,,,,,,,,,,,,,,,,,,1.32,0.00618511,0.62090537,133146001.0,0.37290891,6.1e-07,275129141.0,,,,,,,,20814156909.0,,,,,,,,,,,,,,,,,,,,,,,,32858001248.0,27103276474.0,,,,,262111027260.0,47568600001.0,,,,,,,,,,-5272411150.0,,,,,106400454609.0,,,,,2951447914492.0,,6885285055359.0,,,3933837140867.0,,,-164892259805.0,3886268540866.0,QCG,2014
1507,2015.0,,14318.26,,,,,,,79.16,,,,-88.69,,,,,,,,,,,,,,,,,,,,,,1.32,0.00618511,0.62090537,133146001.0,0.37290891,6.1e-07,275129141.0,,,,,,,,12674512838.0,,,,,,,,,,,,,,,,,,,,,,,,21778597441.0,23915345655.0,,,,,251293466357.0,47634341667.0,,,,,,,,,,2073850382.0,,,,,17148569938.0,,,,,4040015105460.0,,7979384473678.0,,,3939369368218.0,,,-24399996538.0,3891735026551.0,QCG,2015
1508,2016.0,,14563.81,,,,,,,162.96,,,,936.89,,,,,,,,,,,,,,,,,,,,,,1.32,0.00618511,0.62090537,133146001.0,0.37290891,6.1e-07,275129141.0,,,,,,,,68175878746.0,,,,,,,,,,,,,,,,,,,,,,,,44835521944.0,64308921120.0,,,,,242298645084.0,47640438174.0,,,,,,,,,,19678037856.0,,,,,102120190971.0,,,,,4209677701296.0,,8216605119799.0,,,4006927418503.0,,,257764571593.0,3959286980329.0,QCG,2016
1509,2017.0,,14924.19,,,,,,,1472.65,,,,8433.05,,,,,,,,,,,,,,,,,,,,,,1.32,0.00618511,0.62090537,133146001.0,0.37290891,6.1e-07,275129141.0,,,,,,,,24197456777.0,,,,,,,,,,,,,,,,,,,,,,,,405167720527.0,508766169512.0,,,,,550032435221.0,47615083518.0,,,,,,,,,,102265753695.0,,,,,97776284432.0,,,,,7302432255371.0,,11408512282949.0,,,4106080027578.0,,,2320176501905.0,4058464944060.0,QCG,2017
1510,2018.0,,15189.8,,,,,,,352.13,,,,3019.42,,,,,,,,,,,,,,,,,,,,,,1.32,0.00618511,0.62090537,133146001.0,0.37290891,6.1e-07,275129141.0,,,,,,,,30482912047.0,,,,,,,,,,,,,,,,,,,,,,,,96881717992.0,106530002088.0,,,,,1052914395697.0,47589728862.0,,,,,,,,,,5478005182.0,,,,,133194055568.0,,,,,6837975381721.0,,11017132926603.0,,,4179157544882.0,,,830731321132.0,4131567816020.0,QCG,2018
1511,2019.0,,15540.79,,,,,,,214.33,,,,-1003.97,,,,,,,,,,,,,,,,,,,,,,1.32,0.00618511,0.62090537,133146001.0,0.37290891,6.1e-07,275129141.0,,,,,,,,66933928675.0,,,,,,,,,,,,,,,,,,,,,,,,58968604035.0,78301746382.0,,,,,1012661791888.0,47568600001.0,,,,,,,,,,19808499947.0,,,,,16349466467.0,,,,,7123650457498.0,,11399375480163.0,,,4275725022665.0,,,-276220111239.0,4228156422664.0,QCG,2019
1512,2020.0,,15405.77,,,,,,,181.19,,,,-157.51,,,,,,,,,,,,,,,,,,,,,,1.32,0.00618511,0.62090537,133146001.0,0.37290891,6.1e-07,275129141.0,,,,,,,,46272803818.0,,,,,,,,,,,,,,,,,,,,,,,,49850027033.0,102271729327.0,,,,,1057094946872.0,47568600001.0,,,,,,,,,,19699740994.0,,,,,40533348626.0,,,,,6094459379043.0,,10333036885855.0,,,4238577506812.0,,,-43334706934.0,4191008906811.0,QCG,2020
